,AccountNumber,AddressLine1Individual,AddressLine1Store,AddressLine2Individual,AddressLine2Store,AddressTypeIndividual,AddressTypeStore,BillToAddressID,CarrierTrackingNumber,CityIndividual,CityStore,Class,Color,CountryRegionCode,CountryRegionNameIndividual,CountryRegionNameStore,CreditCardApprovalCode,CreditCardID,CurrencyRateID,CustomerID,DueDate,FinishedGoodsFlag,FirstName,Freight,LastName,LineTotal,ListPrice,MakeFlag,MiddleName,OnlineOrderFlag,OrderDate,OrderQty,PersonID,PostalCodeIndividual,PostalCodeStore,Product,ProductCategory,ProductCategoryID,ProductID,ProductLine,ProductModelID,ProductNumber,ProductSubCategory,ProductSubcategoryID,PurchaseOrderNumber,Region,RevisionNumber,SalesOrderDetailID,SalesOrderID,SalesOrderNumber,SalesPersonID,ShipDate,ShipMethodID,ShipToAddressID,Size,SpecialOfferID,StandardCost,StateProvinceNameIndividual,StateProvinceNameStore,Status,Store,StoreID,Style,SubTotal,TaxAmt,Territory,TerritoryID,TotalDue,UnitPrice,UnitPriceDiscount
621,10-4030-015847,5309 Diane Ct.,NA,NA,NA,Home,NA,13283,NA,Haney,NA,NA,NA,CA,Canada,NA,423096Vi72435,13966,NA,15847,7/4/2014,TRUE,Gavin,0.8745,Henderson,4.99,4.99,FALSE,NA,Yes,6/22/2014,1,4248,V2W 1W2,NA,Mountain Tire Tube,Accessories,4,921,M,92,TT-M928,Tires and Tubes,37,NA,North America,8,120697,74859,SO74859,NA,6/29/2014,1,13283,NA,1,1.8663,British Columbia,NA,5,NA,NA,NA,34.98,2.7984,Canada,6,38.6529,4.99,0
622,10-4030-015847,5309 Diane Ct.,NA,NA,NA,Home,NA,13283,NA,Haney,NA,M,NA,CA,Canada,NA,423096Vi72435,13966,NA,15847,7/4/2014,TRUE,Gavin,0.8745,Henderson,29.99,29.99,FALSE,NA,Yes,6/22/2014,1,4248,V2W 1W2,NA,ML Mountain Tire,Accessories,4,929,M,86,TI-M602,Tires and Tubes,37,NA,North America,8,120696,74859,SO74859,NA,6/29/2014,1,13283,NA,1,11.2163,British Columbia,NA,5,NA,NA,NA,34.98,2.7984,Canada,6,38.6529,29.99,0
623,10-4030-026008,NA,NA,NA,NA,NA,NA,29641,NA,NA,NA,L,NA,US,NA,NA,NA,NA,NA,26008,7/4/2014,TRUE,NA,1.237,NA,24.99,24.99,FALSE,NA,Yes,6/22/2014,1,20535,NA,NA,LL Mountain Tire,Accessories,4,928,M,85,TI-M267,Tires and Tubes,37,NA,North America,8,120694,74858,SO74858,NA,6/29/2014,1,29641,NA,1,9.3463,NA,NA,5,NA,NA,NA,49.48,3.9584,Southwest,4,54.6754,24.99,0
624,10-4030-026008,NA,NA,NA,NA,NA,NA,29641,NA,NA,NA,NA,Black,US,NA,NA,NA,NA,NA,26008,7/4/2014,TRUE,NA,1.237,NA,24.49,24.49,FALSE,NA,Yes,6/22/2014,1,20535,NA,NA,"Half-Finger Gloves, S",Clothing,3,858,S,4,GL-H102-S,Gloves,20,NA,North America,8,120695,74858,SO74858,NA,6/29/2014,1,29641,S,1,9.1593,NA,NA,5,NA,NA,U,49.48,3.9584,Southwest,4,54.6754,24.49,0
625,10-4030-027538,NA,NA,NA,NA,NA,NA,26445,NA,NA,NA,NA,NA,US,NA,NA,321679Vi46733,9051,NA,27538,7/4/2014,TRUE,NA,2.0993,NA,4.99,4.99,FALSE,NA,Yes,6/22/2014,1,17359,NA,NA,Touring Tire Tube,Accessories,4,923,T,94,TT-T092,Tires and Tubes,37,NA,North America,8,120691,74857,SO74857,NA,6/29/2014,1,26445,NA,1,1.8663,NA,NA,5,NA,NA,NA,83.97,6.7176,Northwest,1,92.7869,4.99,0
626,10-4030-027538,NA,NA,NA,NA,NA,NA,26445,NA,NA,NA,NA,Multi,US,NA,NA,321679Vi46733,9051,NA,27538,7/4/2014,TRUE,NA,2.0993,NA,49.99,49.99,FALSE,NA,Yes,6/22/2014,1,17359,NA,NA,"Long-Sleeve Logo Jersey, XL",Clothing,3,716,S,11,LJ-0192-X,Jerseys,21,NA,North America,8,120693,74857,SO74857,NA,6/29/2014,1,26445,XL,1,38.4923,NA,NA,5,NA,NA,U,83.97,6.7176,Northwest,1,92.7869,49.99,0
627,10-4030-027538,NA,NA,NA,NA,NA,NA,26445,NA,NA,NA,NA,NA,US,NA,NA,321679Vi46733,9051,NA,27538,7/4/2014,TRUE,NA,2.0993,NA,28.99,28.99,FALSE,NA,Yes,6/22/2014,1,17359,NA,NA,Touring Tire,Accessories,4,934,T,91,TI-T723,Tires and Tubes,37,NA,North America,8,120692,74857,SO74857,NA,6/29/2014,1,26445,NA,1,10.8423,NA,NA,5,NA,NA,NA,83.97,6.7176,Northwest,1,92.7869,28.99,0
628,10-4030-011507,2475 Maureen Ln.,NA,NA,NA,Home,NA,11681,NA,Victoria,NA,NA,NA,CA,Canada,NA,1221193Vi72115,13908,NA,11507,7/4/2014,TRUE,Megan,0.182,Anderson,4.99,4.99,FALSE,NA,Yes,6/22/2014,1,2661,V8V,NA,Touring Tire Tube,Accessories,4,923,T,94,TT-T092,Tires and Tubes,37,NA,North America,8,120689,74856,SO74856,NA,6/29/2014,1,11681,NA,1,1.8663,British Columbia,NA,5,NA,NA,NA,7.28,0.5824,Canada,6,8.0444,4.99,0
629,10-4030-011507,2475 Maureen Ln.,NA,NA,NA,Home,NA,11681,NA,Victoria,NA,NA,NA,CA,Canada,NA,1221193Vi72115,13908,NA,11507,7/4/2014,TRUE,Megan,0.182,Anderson,2.29,2.29,FALSE,NA,Yes,6/22/2014,1,2661,V8V,NA,Patch Kit/8 Patches,Accessories,4,873,S,114,PK-7098,Tires and Tubes,37,NA,North America,8,120690,74856,SO74856,NA,6/29/2014,1,11681,NA,1,0.8565,British Columbia,NA,5,NA,NA,NA,7.28,0.5824,Canada,6,8.0444,2.29,0
630,10-4030-011200,4661 Bernauer,NA,NA,NA,Home,NA,14444,NA,Santa Monica,NA,NA,NA,CA,United States,NA,721150Vi32050,6169,NA,11200,7/4/2014,TRUE,Eduardo,0.0573,Peterson,2.29,2.29,FALSE,NA,Yes,6/22/2014,1,5409,90401,NA,Patch Kit/8 Patches,Accessories,4,873,S,114,PK-7098,Tires and Tubes,37,NA,North America,8,120688,74855,SO74855,NA,6/29/2014,1,14444,NA,1,0.8565,California,NA,5,NA,NA,NA,2.29,0.1832,Canada,6,2.5305,2.29,0
631,10-4030-012008,4820 N Larwin Ave.,NA,NA,NA,Home,NA,17568,NA,Warrington,NA,NA,Black,AU,United Kingdom,NA,219257Vi68374,13187,NA,12008,7/4/2014,TRUE,Brittney,0.6123,Guo,24.49,24.49,FALSE,NA,Yes,6/22/2014,1,8515,WA3 7BH,NA,"Half-Finger Gloves, M",Clothing,3,859,S,4,GL-H102-M,Gloves,20,NA,Pacific,8,120687,74854,SO74854,NA,6/29/2014,1,17568,M,1,9.1593,England,NA,5,NA,NA,U,24.49,1.9592,Australia,9,27.0615,24.49,0
632,10-4030-014086,8196 Alexander Pl,NA,NA,NA,Home,NA,18128,NA,Kirkby,NA,NA,NA,AU,United Kingdom,NA,319090Vi21425,4068,NA,14086,7/4/2014,TRUE,David,0.972,Jones,2.29,2.29,FALSE,NA,Yes,6/22/2014,1,9075,KB9,NA,Patch Kit/8 Patches,Accessories,4,873,S,114,PK-7098,Tires and Tubes,37,NA,Pacific,8,120686,74853,SO74853,NA,6/29/2014,1,18128,NA,1,0.8565,England,NA,5,NA,NA,NA,38.88,3.1104,Australia,9,42.9624,2.29,0
633,10-4030-014086,8196 Alexander Pl,NA,NA,NA,Home,NA,18128,NA,Kirkby,NA,NA,NA,AU,United Kingdom,NA,319090Vi21425,4068,NA,14086,7/4/2014,TRUE,David,0.972,Jones,3.99,3.99,FALSE,NA,Yes,6/22/2014,1,9075,KB9,NA,Road Tire Tube,Accessories,4,922,R,93,TT-R982,Tires and Tubes,37,NA,Pacific,8,120685,74853,SO74853,NA,6/29/2014,1,18128,NA,1,1.4923,England,NA,5,NA,NA,NA,38.88,3.1104,Australia,9,42.9624,3.99,0
634,10-4030-014086,8196 Alexander Pl,NA,NA,NA,Home,NA,18128,NA,Kirkby,NA,H,NA,AU,United Kingdom,NA,319090Vi21425,4068,NA,14086,7/4/2014,TRUE,David,0.972,Jones,32.6,32.6,FALSE,NA,Yes,6/22/2014,1,9075,KB9,NA,HL Road Tire,Accessories,4,933,R,90,TI-R982,Tires and Tubes,37,NA,Pacific,8,120684,74853,SO74853,NA,6/29/2014,1,18128,NA,1,12.1924,England,NA,5,NA,NA,NA,38.88,3.1104,Australia,9,42.9624,32.6,0
635,10-4030-017381,NA,NA,NA,NA,NA,NA,26467,NA,NA,NA,NA,NA,AU,NA,NA,518994Vi28638,5466,NA,17381,7/4/2014,TRUE,NA,3.975,NA,159,159,FALSE,NA,Yes,6/22/2014,1,17381,NA,NA,All-Purpose Bike Stand,Accessories,4,879,M,122,ST-1401,Bike Stands,27,NA,Pacific,8,120683,74852,SO74852,NA,6/29/2014,1,26467,NA,1,59.466,NA,NA,5,NA,NA,NA,159,12.72,Australia,9,175.695,159,0
636,10-4030-012034,NA,NA,NA,NA,NA,NA,22405,NA,NA,NA,NA,NA,AU,NA,NA,1118915Vi1236,243,NA,12034,7/4/2014,TRUE,NA,0.0573,NA,2.29,2.29,FALSE,NA,Yes,6/22/2014,1,13335,NA,NA,Patch Kit/8 Patches,Accessories,4,873,S,114,PK-7098,Tires and Tubes,37,NA,Pacific,8,120682,74851,SO74851,NA,6/29/2014,1,22405,NA,1,0.8565,NA,NA,5,NA,NA,NA,2.29,0.1832,Australia,9,2.5305,2.29,0
637,10-4030-019104,1940 Nulty Drive,NA,NA,NA,Home,NA,17441,NA,Lake Oswego,NA,NA,NA,AU,United States,NA,618871Vi46854,9079,NA,19104,7/4/2014,TRUE,Thomas,1.7243,Lewis,4.99,4.99,FALSE,NA,Yes,6/22/2014,1,8388,97034,NA,Touring Tire Tube,Accessories,4,923,T,94,TT-T092,Tires and Tubes,37,NA,Pacific,8,120680,74850,SO74850,NA,6/29/2014,1,17441,NA,1,1.8663,Oregon,NA,5,NA,NA,NA,68.97,5.5176,Australia,9,76.2119,4.99,0
638,10-4030-019104,1940 Nulty Drive,NA,NA,NA,Home,NA,17441,NA,Lake Oswego,NA,NA,Red,AU,United States,NA,618871Vi46854,9079,NA,19104,7/4/2014,TRUE,Thomas,1.7243,Lewis,34.99,34.99,FALSE,NA,Yes,6/22/2014,1,8388,97034,NA,"Sport-100 Helmet, Red",Accessories,4,707,S,33,HL-U509-R,Helmets,31,NA,Pacific,8,120681,74850,SO74850,NA,6/29/2014,1,17441,NA,1,13.0863,Oregon,NA,5,NA,NA,NA,68.97,5.5176,Australia,9,76.2119,34.99,0
639,10-4030-019104,1940 Nulty Drive,NA,NA,NA,Home,NA,17441,NA,Lake Oswego,NA,NA,NA,AU,United States,NA,618871Vi46854,9079,NA,19104,7/4/2014,TRUE,Thomas,1.7243,Lewis,28.99,28.99,FALSE,NA,Yes,6/22/2014,1,8388,97034,NA,Touring Tire,Accessories,4,934,T,91,TI-T723,Tires and Tubes,37,NA,Pacific,8,120679,74850,SO74850,NA,6/29/2014,1,17441,NA,1,10.8423,Oregon,NA,5,NA,NA,NA,68.97,5.5176,Australia,9,76.2119,28.99,0
640,10-4030-016030,9462 Ohara Ave.,NA,NA,NA,Home,NA,11640,NA,Bellflower,NA,NA,NA,AU,United States,NA,1018821Vi38401,7407,NA,16030,7/4/2014,TRUE,Pedro,0.9068,Patel,4.99,4.99,FALSE,NA,Yes,6/22/2014,1,2620,90706,NA,Touring Tire Tube,Accessories,4,923,T,94,TT-T092,Tires and Tubes,37,NA,Pacific,8,120676,74849,SO74849,NA,6/29/2014,1,11640,NA,1,1.8663,California,NA,5,NA,NA,NA,36.27,2.9016,Australia,9,40.0784,4.99,0
641,10-4030-016030,9462 Ohara Ave.,NA,NA,NA,Home,NA,11640,NA,Bellflower,NA,NA,NA,AU,United States,NA,1018821Vi38401,7407,NA,16030,7/4/2014,TRUE,Pedro,0.9068,Patel,2.29,2.29,FALSE,NA,Yes,6/22/2014,1,2620,90706,NA,Patch Kit/8 Patches,Accessories,4,873,S,114,PK-7098,Tires and Tubes,37,NA,Pacific,8,120678,74849,SO74849,NA,6/29/2014,1,11640,NA,1,0.8565,California,NA,5,NA,NA,NA,36.27,2.9016,Australia,9,40.0784,2.29,0
642,10-4030-016030,9462 Ohara Ave.,NA,NA,NA,Home,NA,11640,NA,Bellflower,NA,NA,NA,AU,United States,NA,1018821Vi38401,7407,NA,16030,7/4/2014,TRUE,Pedro,0.9068,Patel,28.99,28.99,FALSE,NA,Yes,6/22/2014,1,2620,90706,NA,Touring Tire,Accessories,4,934,T,91,TI-T723,Tires and Tubes,37,NA,Pacific,8,120677,74849,SO74849,NA,6/29/2014,1,11640,NA,1,10.8423,California,NA,5,NA,NA,NA,36.27,2.9016,Australia,9,40.0784,28.99,0
643,10-4030-014057,NA,NA,NA,NA,NA,NA,23924,NA,NA,NA,NA,Multi,AU,NA,NA,718704Vi24754,4719,NA,14057,7/4/2014,TRUE,NA,1.2498,NA,49.99,49.99,FALSE,NA,Yes,6/22/2014,1,14854,NA,NA,"Long-Sleeve Logo Jersey, M",Clothing,3,714,S,11,LJ-0192-M,Jerseys,21,NA,Pacific,8,120675,74848,SO74848,NA,6/29/2014,1,23924,M,1,38.4923,NA,NA,5,NA,NA,U,49.99,3.9992,Australia,9,55.239,49.99,0
644,10-4030-013962,NA,NA,NA,NA,NA,NA,21224,NA,NA,NA,NA,Multi,AU,NA,NA,1018692Vi67250,13001,NA,13962,7/4/2014,TRUE,NA,1.2498,NA,49.99,49.99,FALSE,NA,Yes,6/22/2014,1,12154,NA,NA,"Long-Sleeve Logo Jersey, L",Clothing,3,715,S,11,LJ-0192-L,Jerseys,21,NA,Pacific,8,120674,74847,SO74847,NA,6/29/2014,1,21224,L,1,38.4923,NA,NA,5,NA,NA,U,49.99,3.9992,Australia,9,55.239,49.99,0
645,10-4030-026374,NA,NA,NA,NA,NA,NA,29404,NA,NA,NA,NA,Yellow,AU,NA,NA,NA,NA,NA,26374,7/4/2014,TRUE,NA,3.0995,NA,53.99,53.99,FALSE,NA,Yes,6/22/2014,1,20298,NA,NA,"Short-Sleeve Classic Jersey, XL",Clothing,3,884,S,32,SJ-0194-X,Jerseys,21,NA,Pacific,8,120673,74846,SO74846,NA,6/29/2014,1,29404,XL,1,41.5723,NA,NA,5,NA,NA,U,123.98,9.9184,Australia,9,136.9979,53.99,0
646,10-4030-026374,NA,NA,NA,NA,NA,NA,29404,NA,NA,NA,NA,Black,AU,NA,NA,NA,NA,NA,26374,7/4/2014,TRUE,NA,3.0995,NA,69.99,69.99,FALSE,NA,Yes,6/22/2014,1,20298,NA,NA,"Women's Mountain Shorts, L",Clothing,3,869,M,37,SH-W890-L,Shorts,22,NA,Pacific,8,120672,74846,SO74846,NA,6/29/2014,1,29404,L,1,26.1763,NA,NA,5,NA,NA,W,123.98,9.9184,Australia,9,136.9979,69.99,0
647,10-4030-013140,3022 Black Walnut Court,NA,NA,NA,Home,NA,11475,NA,Imperial Beach,NA,NA,NA,AU,United States,NA,916976Vi23952,4568,NA,13140,7/4/2014,TRUE,Nicole,5.1563,Hall,4.99,4.99,FALSE,NA,Yes,6/22/2014,1,2455,91932,NA,Water Bottle - 30 oz.,Accessories,4,870,S,111,WB-H098,Bottles and Cages,28,NA,Pacific,8,120669,74845,SO74845,NA,6/29/2014,1,11475,NA,1,1.8663,California,NA,5,NA,NA,NA,206.25,16.5,Australia,9,227.9063,4.99,0
648,10-4030-013140,3022 Black Walnut Court,NA,NA,NA,Home,NA,11475,NA,Imperial Beach,NA,NA,NA,AU,United States,NA,916976Vi23952,4568,NA,13140,7/4/2014,TRUE,Nicole,5.1563,Hall,4.99,4.99,FALSE,NA,Yes,6/22/2014,1,2455,91932,NA,Mountain Tire Tube,Accessories,4,921,M,92,TT-M928,Tires and Tubes,37,NA,Pacific,8,120666,74845,SO74845,NA,6/29/2014,1,11475,NA,1,1.8663,California,NA,5,NA,NA,NA,206.25,16.5,Australia,9,227.9063,4.99,0
649,10-4030-013140,3022 Black Walnut Court,NA,NA,NA,Home,NA,11475,NA,Imperial Beach,NA,NA,NA,AU,United States,NA,916976Vi23952,4568,NA,13140,7/4/2014,TRUE,Nicole,5.1563,Hall,2.29,2.29,FALSE,NA,Yes,6/22/2014,1,2455,91932,NA,Patch Kit/8 Patches,Accessories,4,873,S,114,PK-7098,Tires and Tubes,37,NA,Pacific,8,120670,74845,SO74845,NA,6/29/2014,1,11475,NA,1,0.8565,California,NA,5,NA,NA,NA,206.25,16.5,Australia,9,227.9063,2.29,0
650,10-4030-013140,3022 Black Walnut Court,NA,NA,NA,Home,NA,11475,NA,Imperial Beach,NA,NA,NA,AU,United States,NA,916976Vi23952,4568,NA,13140,7/4/2014,TRUE,Nicole,5.1563,Hall,9.99,9.99,FALSE,NA,Yes,6/22/2014,1,2455,91932,NA,Mountain Bottle Cage,Accessories,4,871,M,112,BC-M005,Bottles and Cages,28,NA,Pacific,8,120668,74845,SO74845,NA,6/29/2014,1,11475,NA,1,3.7363,California,NA,5,NA,NA,NA,206.25,16.5,Australia,9,227.9063,9.99,0
651,10-4030-013140,3022 Black Walnut Court,NA,NA,NA,Home,NA,11475,NA,Imperial Beach,NA,L,NA,AU,United States,NA,916976Vi23952,4568,NA,13140,7/4/2014,TRUE,Nicole,5.1563,Hall,24.99,24.99,FALSE,NA,Yes,6/22/2014,1,2455,91932,NA,LL Mountain Tire,Accessories,4,928,M,85,TI-M267,Tires and Tubes,37,NA,Pacific,8,120667,74845,SO74845,NA,6/29/2014,1,11475,NA,1,9.3463,California,NA,5,NA,NA,NA,206.25,16.5,Australia,9,227.9063,24.99,0
652,10-4030-013140,3022 Black Walnut Court,NA,NA,NA,Home,NA,11475,NA,Imperial Beach,NA,NA,NA,AU,United States,NA,916976Vi23952,4568,NA,13140,7/4/2014,TRUE,Nicole,5.1563,Hall,159,159,FALSE,NA,Yes,6/22/2014,1,2455,91932,NA,All-Purpose Bike Stand,Accessories,4,879,M,122,ST-1401,Bike Stands,27,NA,Pacific,8,120671,74845,SO74845,NA,6/29/2014,1,11475,NA,1,59.466,California,NA,5,NA,NA,NA,206.25,16.5,Australia,9,227.9063,159,0
653,10-4030-013617,NA,NA,NA,NA,NA,NA,20898,NA,NA,NA,L,NA,AU,NA,NA,616957Vi79143,15309,NA,13617,7/4/2014,TRUE,NA,0.6248,NA,24.99,24.99,FALSE,NA,Yes,6/22/2014,1,11829,NA,NA,LL Mountain Tire,Accessories,4,928,M,85,TI-M267,Tires and Tubes,37,NA,Pacific,8,120665,74844,SO74844,NA,6/29/2014,1,20898,NA,1,9.3463,NA,NA,5,NA,NA,NA,24.99,1.9992,Australia,9,27.614,24.99,0
654,10-4030-011137,3066 Wallace Dr.,NA,NA,NA,Home,NA,20462,NA,Seaford,NA,NA,NA,US,Australia,NA,516654Vi44640,8646,NA,11137,7/4/2014,TRUE,Corey,0.157,Sharma,2.29,2.29,FALSE,NA,Yes,6/22/2014,1,11395,3198,NA,Patch Kit/8 Patches,Accessories,4,873,S,114,PK-7098,Tires and Tubes,37,NA,North America,8,120664,74843,SO74843,NA,6/29/2014,1,20462,NA,1,0.8565,Victoria,NA,5,NA,NA,NA,6.28,0.5024,Northwest,1,6.9394,2.29,0
655,10-4030-011137,3066 Wallace Dr.,NA,NA,NA,Home,NA,20462,NA,Seaford,NA,NA,NA,US,Australia,NA,516654Vi44640,8646,NA,11137,7/4/2014,TRUE,Corey,0.157,Sharma,3.99,3.99,FALSE,NA,Yes,6/22/2014,1,11395,3198,NA,Road Tire Tube,Accessories,4,922,R,93,TT-R982,Tires and Tubes,37,NA,North America,8,120663,74843,SO74843,NA,6/29/2014,1,20462,NA,1,1.4923,Victoria,NA,5,NA,NA,NA,6.28,0.5024,Northwest,1,6.9394,3.99,0
656,10-4030-013604,NA,NA,NA,NA,NA,NA,21684,NA,NA,NA,NA,Blue,GB,NA,NA,1130695Vi45177,8754,NA,13604,7/3/2014,TRUE,NA,1.1245,NA,34.99,34.99,FALSE,NA,Yes,6/21/2014,1,12614,NA,NA,"Sport-100 Helmet, Blue",Accessories,4,711,S,33,HL-U509-B,Helmets,31,NA,Europe,8,120662,74842,SO74842,NA,6/28/2014,1,21684,NA,1,13.0863,NA,NA,5,NA,NA,NA,44.98,3.5984,United Kingdom,10,49.7029,34.99,0
657,10-4030-013604,NA,NA,NA,NA,NA,NA,21684,NA,NA,NA,NA,NA,GB,NA,NA,1130695Vi45177,8754,NA,13604,7/3/2014,TRUE,NA,1.1245,NA,9.99,9.99,FALSE,NA,Yes,6/21/2014,1,12614,NA,NA,Mountain Bottle Cage,Accessories,4,871,M,112,BC-M005,Bottles and Cages,28,NA,Europe,8,120661,74842,SO74842,NA,6/28/2014,1,21684,NA,1,3.7363,NA,NA,5,NA,NA,NA,44.98,3.5984,United Kingdom,10,49.7029,9.99,0
658,10-4030-017450,4066 St. Germain Lane,NA,NA,NA,Home,NA,15027,NA,Coronado,NA,NA,NA,CA,United States,NA,130419Vi58992,11437,NA,17450,7/3/2014,TRUE,Jared,0.7483,Bell,21.98,21.98,FALSE,NA,Yes,6/21/2014,1,5992,92118,NA,Fender Set - Mountain,Accessories,4,878,M,121,FE-6654,Fenders,30,NA,North America,8,120659,74841,SO74841,NA,6/28/2014,1,15027,NA,1,8.2205,California,NA,5,NA,NA,NA,29.93,2.3944,Canada,6,33.0727,21.98,0
659,10-4030-017450,4066 St. Germain Lane,NA,NA,NA,Home,NA,15027,NA,Coronado,NA,NA,NA,CA,United States,NA,130419Vi58992,11437,NA,17450,7/3/2014,TRUE,Jared,0.7483,Bell,7.95,7.95,FALSE,NA,Yes,6/21/2014,1,5992,92118,NA,Bike Wash - Dissolver,Accessories,4,877,S,119,CL-9009,Cleaners,29,NA,North America,8,120660,74841,SO74841,NA,6/28/2014,1,15027,NA,1,2.9733,California,NA,5,NA,NA,NA,29.93,2.3944,Canada,6,33.0727,7.95,0
660,10-4030-016848,NA,NA,NA,NA,NA,NA,21169,NA,NA,NA,NA,White,CA,NA,NA,429967Vi44195,8545,NA,16848,7/3/2014,TRUE,NA,0.7743,NA,8.99,8.99,FALSE,NA,Yes,6/21/2014,1,12099,NA,NA,"Racing Socks, M",Clothing,3,874,R,24,SO-R809-M,Socks,23,NA,North America,8,120658,74840,SO74840,NA,6/28/2014,1,21169,M,1,3.3623,NA,NA,5,NA,NA,U,30.97,2.4776,Canada,6,34.2219,8.99,0
661,10-4030-016848,NA,NA,NA,NA,NA,NA,21169,NA,NA,NA,NA,NA,CA,NA,NA,429967Vi44195,8545,NA,16848,7/3/2014,TRUE,NA,0.7743,NA,21.98,21.98,FALSE,NA,Yes,6/21/2014,1,12099,NA,NA,Fender Set - Mountain,Accessories,4,878,M,121,FE-6654,Fenders,30,NA,North America,8,120657,74840,SO74840,NA,6/28/2014,1,21169,NA,1,8.2205,NA,NA,5,NA,NA,NA,30.97,2.4776,Canada,6,34.2219,21.98,0
662,10-4030-013211,"34, rue de Maubeuge",NA,NA,NA,Home,NA,15433,NA,Lille,NA,NA,White,US,France,NA,729817Vi41448,8003,NA,13211,7/3/2014,TRUE,Candace,0.7743,Gonzalez,8.99,8.99,FALSE,NA,Yes,6/21/2014,1,6398,59000,NA,"Racing Socks, M",Clothing,3,874,R,24,SO-R809-M,Socks,23,NA,North America,8,120656,74839,SO74839,NA,6/28/2014,1,15433,M,1,3.3623,Nord,NA,5,NA,NA,U,30.97,2.4776,Northwest,1,34.2219,8.99,0
663,10-4030-013211,"34, rue de Maubeuge",NA,NA,NA,Home,NA,15433,NA,Lille,NA,NA,NA,US,France,NA,729817Vi41448,8003,NA,13211,7/3/2014,TRUE,Candace,0.7743,Gonzalez,21.98,21.98,FALSE,NA,Yes,6/21/2014,1,6398,59000,NA,Fender Set - Mountain,Accessories,4,878,M,121,FE-6654,Fenders,30,NA,North America,8,120655,74839,SO74839,NA,6/28/2014,1,15433,NA,1,8.2205,Nord,NA,5,NA,NA,NA,30.97,2.4776,Northwest,1,34.2219,21.98,0
664,10-4030-012529,NA,NA,NA,NA,NA,NA,25911,NA,NA,NA,NA,NA,US,NA,NA,229690Vi44117,8528,NA,12529,7/3/2014,TRUE,NA,2.137,NA,21.98,21.98,FALSE,NA,Yes,6/21/2014,1,16825,NA,NA,Fender Set - Mountain,Accessories,4,878,M,121,FE-6654,Fenders,30,NA,North America,8,120653,74838,SO74838,NA,6/28/2014,1,25911,NA,1,8.2205,NA,NA,5,NA,NA,NA,85.48,6.8384,Southwest,4,94.4554,21.98,0
665,10-4030-012529,NA,NA,NA,NA,NA,NA,25911,NA,NA,NA,NA,Blue,US,NA,NA,229690Vi44117,8528,NA,12529,7/3/2014,TRUE,NA,2.137,NA,63.5,63.5,FALSE,NA,Yes,6/21/2014,1,16825,NA,NA,"Classic Vest, S",Clothing,3,864,S,1,VE-C304-S,Vests,25,NA,North America,8,120654,74838,SO74838,NA,6/28/2014,1,25911,S,1,23.749,NA,NA,5,NA,NA,U,85.48,6.8384,Southwest,4,94.4554,63.5,0
666,10-4030-028895,NA,NA,NA,NA,NA,NA,26216,NA,NA,NA,NA,NA,DE,NA,NA,628719Vi23776,4537,NA,28895,7/3/2014,TRUE,NA,0.3495,NA,4.99,4.99,FALSE,NA,Yes,6/21/2014,1,17130,NA,NA,Touring Tire Tube,Accessories,4,923,T,94,TT-T092,Tires and Tubes,37,NA,Europe,8,120651,74837,SO74837,NA,6/28/2014,1,26216,NA,1,1.8663,NA,NA,5,NA,NA,NA,13.98,1.1184,Germany,8,15.4479,4.99,0
667,10-4030-028895,NA,NA,NA,NA,NA,NA,26216,NA,NA,NA,NA,NA,DE,NA,NA,628719Vi23776,4537,NA,28895,7/3/2014,TRUE,NA,0.3495,NA,8.99,8.99,FALSE,NA,Yes,6/21/2014,1,17130,NA,NA,Road Bottle Cage,Accessories,4,872,R,113,BC-R205,Bottles and Cages,28,NA,Europe,8,120652,74837,SO74837,NA,6/28/2014,1,26216,NA,1,3.3623,NA,NA,5,NA,NA,NA,13.98,1.1184,Germany,8,15.4479,8.99,0
668,10-4030-025678,5024 Countrywood Ct.,NA,NA,NA,Home,NA,11496,NA,Bellingham,NA,NA,Red,DE,United States,NA,728620Vi64251,12420,NA,25678,7/3/2014,TRUE,Destiny,1.5118,Jackson,34.99,34.99,FALSE,NA,Yes,6/21/2014,1,2476,98225,NA,"Sport-100 Helmet, Red",Accessories,4,707,S,33,HL-U509-R,Helmets,31,NA,Europe,8,120650,74836,SO74836,NA,6/28/2014,1,11496,NA,1,13.0863,Washington,NA,5,NA,NA,NA,60.47,4.8376,Germany,8,66.8194,34.99,0
669,10-4030-025678,5024 Countrywood Ct.,NA,NA,NA,Home,NA,11496,NA,Bellingham,NA,NA,NA,DE,United States,NA,728620Vi64251,12420,NA,25678,7/3/2014,TRUE,Destiny,1.5118,Jackson,3.99,3.99,FALSE,NA,Yes,6/21/2014,1,2476,98225,NA,Road Tire Tube,Accessories,4,922,R,93,TT-R982,Tires and Tubes,37,NA,Europe,8,120649,74836,SO74836,NA,6/28/2014,1,11496,NA,1,1.4923,Washington,NA,5,NA,NA,NA,60.47,4.8376,Germany,8,66.8194,3.99,0
